"","supercluster","cluster","words"
"1","liwc","past","accepted"
"2","liwc","past","admitted"
"3","liwc","past","affected"
"4","liwc","past","appeared"
"5","liwc","past","arrived"
"6","liwc","past","asked"
"7","liwc","past","ate"
"8","liwc","past","became"
"9","liwc","past","been"
"10","liwc","past","began"
"11","liwc","past","believed"
"12","liwc","past","bought"
"13","liwc","past","brought"
"14","liwc","past","called"
"15","liwc","past","came"
"16","liwc","past","cared"
"17","liwc","past","carried"
"18","liwc","past","caught"
"19","liwc","past","changed"
"20","liwc","past","couldve"
"21","liwc","past","could"
"22","liwc","past","cried"
"23","liwc","past","depended"
"24","liwc","past","described"
"25","liwc","past","did"
"26","liwc","past","didnt"
"27","liwc","past","didn"
"28","liwc","past","died"
"29","liwc","past","disliked"
"30","liwc","past","done"
"31","liwc","past","drank"
"32","liwc","past","driven"
"33","liwc","past","drove"
"34","liwc","past","eaten"
"35","liwc","past","emailed"
"36","liwc","past","ended"
"37","liwc","past","entered"
"38","liwc","past","explained"
"39","liwc","past","fed"
"40","liwc","past","felt"
"41","liwc","past","fled"
"42","liwc","past","flew"
"43","liwc","past","followed"
"44","liwc","past","forgot*"
"45","liwc","past","fought"
"46","liwc","past","found"
"47","liwc","past","fucked*"
"48","liwc","past","gave"
"49","liwc","past","given"
"50","liwc","past","gone"
"51","liwc","past","got"
"52","liwc","past","gotten"
"53","liwc","past","guessed"
"54","liwc","past","had"
"55","liwc","past","hadnt"
"56","liwc","past","hadn"
"57","liwc","past","happened"
"58","liwc","past","hated"
"59","liwc","past","heard"
"60","liwc","past","held"
"61","liwc","past","helped"
"62","liwc","past","hoped"
"63","liwc","past","kept"
"64","liwc","past","knew"
"65","liwc","past","lied"
"66","liwc","past","liked"
"67","liwc","past","listened"
"68","liwc","past","lived"
"69","liwc","past","looked"
"70","liwc","past","lost"
"71","liwc","past","loved"
"72","liwc","past","made"
"73","liwc","past","meant"
"74","liwc","past","met"
"75","liwc","past","missed"
"76","liwc","past","moved"
"77","liwc","past","mustve"
"78","liwc","past","must"
"79","liwc","past","needed"
"80","liwc","past","owed"
"81","liwc","past","paid"
"82","liwc","past","played"
"83","liwc","past","ran"
"84","liwc","past","said"
"85","liwc","past","sat"
"86","liwc","past","saw"
"87","liwc","past","seemed"
"88","liwc","past","seen"
"89","liwc","past","sensed"
"90","liwc","past","sent"
"91","liwc","past","shared"
"92","liwc","past","shouldve"
"93","liwc","past","should"
"94","liwc","past","showed"
"95","liwc","past","slept"
"96","liwc","past","sold"
"97","liwc","past","spent"
"98","liwc","past","spoke*"
"99","liwc","past","started"
"100","liwc","past","stayed"
"101","liwc","past","stood"
"102","liwc","past","stopped"
"103","liwc","past","stuck"
"104","liwc","past","studied"
"105","liwc","past","sucked"
"106","liwc","past","suffered"
"107","liwc","past","supported"
"108","liwc","past","supposed"
"109","liwc","past","taken"
"110","liwc","past","talked"
"111","liwc","past","taught"
"112","liwc","past","tended"
"113","liwc","past","thanked"
"114","liwc","past","thought"
"115","liwc","past","threw"
"116","liwc","past","told"
"117","liwc","past","took"
"118","liwc","past","tried"
"119","liwc","past","turned"
"120","liwc","past","understood"
"121","liwc","past","used"
"122","liwc","past","viewed"
"123","liwc","past","waited"
"124","liwc","past","walked"
"125","liwc","past","wanted"
"126","liwc","past","was"
"127","liwc","past","wasnt"
"128","liwc","past","wasn"
"129","liwc","past","went"
"130","liwc","past","were"
"131","liwc","past","weren"
"132","liwc","past","weve"
"133","liwc","past","we"
"134","liwc","past","wished"
"135","liwc","past","woke"
"136","liwc","past","woken"
"137","liwc","past","won"
"138","liwc","past","wondered"
"139","liwc","past","wore"
"140","liwc","past","worked"
"141","liwc","past","worn"
"142","liwc","past","wouldve"
"143","liwc","past","would"
"144","liwc","past","written"
"145","liwc","past","wrote"
"146","liwc","present","admit"
"147","liwc","present","admits"
"148","liwc","present","aint"
"149","liwc","present","ain"
"150","liwc","present","am"
"151","liwc","present","appear"
"152","liwc","present","appears"
"153","liwc","present","are"
"154","liwc","present","arent"
"155","liwc","present","aren"
"156","liwc","present","arrive"
"157","liwc","present","arrives"
"158","liwc","present","ask"
"159","liwc","present","asks"
"160","liwc","present","become"
"161","liwc","present","becomes"
"162","liwc","present","begin"
"163","liwc","present","begins"
"164","liwc","present","believe"
"165","liwc","present","believes"
"166","liwc","present","bring"
"167","liwc","present","brings"
"168","liwc","present","can"
"169","liwc","present","cannot"
"170","liwc","present","cant"
"172","liwc","present","care"
"173","liwc","present","cares"
"174","liwc","present","carries"
"175","liwc","present","carry"
"176","liwc","present","come"
"177","liwc","present","comes"
"178","liwc","present","depends"
"179","liwc","present","describe"
"180","liwc","present","describes"
"181","liwc","present","dies"
"182","liwc","present","dislike"
"183","liwc","present","dislikes"
"184","liwc","present","do"
"185","liwc","present","does"
"186","liwc","present","doesnt"
"187","liwc","present","doesn"
"188","liwc","present","dont"
"189","liwc","present","don"
"190","liwc","present","explain"
"191","liwc","present","explains"
"192","liwc","present","feel"
"193","liwc","present","feels"
"194","liwc","present","follow"
"195","liwc","present","follows"
"196","liwc","present","fuck"
"197","liwc","present","fucks"
"198","liwc","present","get"
"199","liwc","present","gets"
"200","liwc","present","give"
"201","liwc","present","gives"
"202","liwc","present","go"
"203","liwc","present","goes"
"204","liwc","present","guess"
"205","liwc","present","guesses"
"206","liwc","present","happen"
"207","liwc","present","happens"
"208","liwc","present","has"
"209","liwc","present","hasnt"
"210","liwc","present","hasn"
"211","liwc","present","hate"
"212","liwc","present","hates"
"213","liwc","present","have"
"214","liwc","present","havent"
"215","liwc","present","haven"
"216","liwc","present","hear"
"217","liwc","present","hears"
"218","liwc","present","helps"
"219","liwc","present","heres"
"220","liwc","present","here"
"221","liwc","present","hes"
"222","liwc","present","he"
"223","liwc","present","hope"
"224","liwc","present","hopes"
"225","liwc","present","hows"
"226","liwc","present","how"
"227","liwc","present","Im"
"228","liwc","present","i"
"229","liwc","present","is"
"230","liwc","present","isnt"
"231","liwc","present","isn"
"232","liwc","present","it"
"233","liwc","present","ive"
"234","liwc","present","I"
"235","liwc","present","keep"
"236","liwc","present","keeps"
"237","liwc","present","know"
"238","liwc","present","knows"
"239","liwc","present","lets"
"240","liwc","present","let"
"241","liwc","present","listen"
"242","liwc","present","listens"
"243","liwc","present","look"
"244","liwc","present","looks"
"245","liwc","present","love"
"246","liwc","present","loves"
"247","liwc","present","make"
"248","liwc","present","makes"
"249","liwc","present","mean"
"250","liwc","present","means"
"251","liwc","present","miss"
"252","liwc","present","misses"
"253","liwc","present","need"
"254","liwc","present","needs"
"255","liwc","present","owe"
"256","liwc","present","owes"
"257","liwc","present","see"
"258","liwc","present","seem"
"259","liwc","present","seems"
"260","liwc","present","sees"
"261","liwc","present","shes"
"262","liwc","present","she"
"263","liwc","present","start"
"264","liwc","present","starts"
"265","liwc","present","suck"
"266","liwc","present","sucks"
"267","liwc","present","support"
"268","liwc","present","supports"
"269","liwc","present","suppose"
"270","liwc","present","supposes"
"271","liwc","present","take"
"272","liwc","present","takes"
"273","liwc","present","taking"
"274","liwc","present","tend"
"275","liwc","present","tends"
"276","liwc","present","thank"
"277","liwc","present","thanks"
"278","liwc","present","thats"
"279","liwc","present","that"
"280","liwc","present","theres"
"281","liwc","present","there"
"282","liwc","present","theyre"
"283","liwc","present","they"
"284","liwc","present","theyve"
"286","liwc","present","think"
"287","liwc","present","thinks"
"288","liwc","present","tries"
"289","liwc","present","try"
"290","liwc","present","turn"
"291","liwc","present","turns"
"292","liwc","present","understand"
"293","liwc","present","understands"
"294","liwc","present","use"
"295","liwc","present","uses"
"296","liwc","present","using"
"297","liwc","present","wait"
"298","liwc","present","waits"
"299","liwc","present","want"
"300","liwc","present","wants"
"301","liwc","present","we"
"302","liwc","present","whats"
"303","liwc","present","what"
"304","liwc","present","wheres"
"305","liwc","present","where"
"306","liwc","present","whos"
"307","liwc","present","who"
"308","liwc","present","wish"
"309","liwc","present","wishes"
"310","liwc","present","wonder"
"311","liwc","present","youre"
"312","liwc","present","you"
"313","liwc","present","youve"
"315","liwc","future","couldve"
"316","liwc","future","could"
"317","liwc","future","gonna"
"318","liwc","future","gotta"
"319","liwc","future","he"
"320","liwc","future","I"
"321","liwc","future","itll"
"322","liwc","future","it"
"323","liwc","future","may"
"324","liwc","future","might"
"325","liwc","future","must"
"326","liwc","future","mustnt"
"328","liwc","future","mustn"
"329","liwc","future","mustve"
"331","liwc","future","ought"
"332","liwc","future","oughta"
"333","liwc","future","oughtnt"
"335","liwc","future","oughtn"
"336","liwc","future","oughtve"
"338","liwc","future","shall"
"339","liwc","future","she"
"340","liwc","future","should"
"341","liwc","future","shouldnt"
"343","liwc","future","shouldn"
"344","liwc","future","shouldve"
"346","liwc","future","thatll"
"347","liwc","future","that"
"348","liwc","future","theyll"
"349","liwc","future","they"
"350","liwc","future","we"
"351","liwc","future","wholl"
"352","liwc","future","who"
"353","liwc","future","will"
"354","liwc","future","wont"
"355","liwc","future","won"
"356","liwc","future","would"
"357","liwc","future","wouldnt"
"358","liwc","future","wouldn"
"359","liwc","future","wouldve"
"361","liwc","future","youll"
"362","liwc","future","you"
"363","liwc","social","acquainta*"
"364","liwc","social","admit"
"365","liwc","social","admits"
"366","liwc","social","admitted"
"367","liwc","social","admitting"
"368","liwc","social","adult"
"369","liwc","social","adults"
"370","liwc","social","advice"
"371","liwc","social","advis*"
"372","liwc","social","affair*"
"373","liwc","social","amigo*"
"374","liwc","social","anybod*"
"375","liwc","social","anyone*"
"376","liwc","social","apolog*"
"377","liwc","social","argu*"
"378","liwc","social","armies"
"379","liwc","social","army"
"380","liwc","social","ask"
"381","liwc","social","asked"
"382","liwc","social","asking"
"383","liwc","social","asks"
"384","liwc","social","assembl*"
"385","liwc","social","aunt*"
"386","liwc","social","babe*"
"387","liwc","social","babies"
"388","liwc","social","baby*"
"389","liwc","social","bambino*"
"390","liwc","social","band"
"391","liwc","social","bands"
"392","liwc","social","bf*"
"393","liwc","social","blam*"
"394","liwc","social","boy"
"395","liwc","social","boyf*"
"397","liwc","social","boys*"
"398","liwc","social","bro"
"399","liwc","social","bros"
"400","liwc","social","brother*"
"401","liwc","social","bud"
"402","liwc","social","buddies*"
"403","liwc","social","buddy*"
"404","liwc","social","bye"
"405","liwc","social","call"
"406","liwc","social","called"
"407","liwc","social","caller*"
"408","liwc","social","calling"
"409","liwc","social","calls"
"410","liwc","social","captain"
"411","liwc","social","celebrat*"
"412","liwc","social","cell"
"413","liwc","social","cellphon*"
"414","liwc","social","cells"
"415","liwc","social","cellular*"
"416","liwc","social","chat*"
"417","liwc","social","chick"
"419","liwc","social","chicks"
"420","liwc","social","child"
"421","liwc","social","children*"
"423","liwc","social","citizen"
"425","liwc","social","citizens"
"426","liwc","social","colleague*"
"427","liwc","social","comment*"
"428","liwc","social","commun*"
"429","liwc","social","companion"
"430","liwc","social","companions"
"431","liwc","social","companionship*"
"432","liwc","social","compassion*"
"433","liwc","social","complain*"
"434","liwc","social","comrad*"
"435","liwc","social","confess*"
"436","liwc","social","confide"
"437","liwc","social","confided"
"438","liwc","social","confides"
"439","liwc","social","confiding"
"440","liwc","social","congregat*"
"441","liwc","social","consult*"
"442","liwc","social","contact*"
"443","liwc","social","contradic*"
"444","liwc","social","convers*"
"445","liwc","social","counc*"
"446","liwc","social","couns*"
"447","liwc","social","cousin*"
"448","liwc","social","coworker*"
"449","liwc","social","crowd*"
"450","liwc","social","cultur*"
"451","liwc","social","dad*"
"452","liwc","social","dating"
"453","liwc","social","daughter*"
"454","liwc","social","deal"
"455","liwc","social","describe"
"456","liwc","social","described"
"457","liwc","social","describes"
"458","liwc","social","describing"
"459","liwc","social","disclo*"
"460","liwc","social","discuss*"
"461","liwc","social","divorc*"
"462","liwc","social","email"
"464","liwc","social","emailed"
"465","liwc","social","emailer*"
"466","liwc","social","emailing"
"467","liwc","social","emails"
"468","liwc","social","encourag*"
"469","liwc","social","enemie*"
"470","liwc","social","enemy*"
"471","liwc","social","everybod*"
"472","liwc","social","everyone*"
"473","liwc","social","everything*"
"474","liwc","social","ex"
"475","liwc","social","exbf*"
"476","liwc","social","exboyfriend*"
"477","liwc","social","excus*"
"478","liwc","social","exes"
"479","liwc","social","exgf*"
"480","liwc","social","exgirl*"
"481","liwc","social","exhubby*"
"482","liwc","social","exhusband*"
"483","liwc","social","explain"
"484","liwc","social","explained"
"485","liwc","social","explaining"
"486","liwc","social","explains"
"487","liwc","social","express*"
"488","liwc","social","exwife*"
"489","liwc","social","exwive*"
"490","liwc","social","families*"
"491","liwc","social","family"
"492","liwc","social","father*"
"493","liwc","social","fellow*"
"494","liwc","social","female*"
"495","liwc","social","feud*"
"496","liwc","social","fiance*"
"497","liwc","social","fight*"
"498","liwc","social","flatter*"
"499","liwc","social","folks"
"500","liwc","social","forgave"
"501","liwc","social","forgiv*"
"502","liwc","social","fought"
"503","liwc","social","friend*"
"504","liwc","social","game*"
"505","liwc","social","gather*"
"506","liwc","social","gave"
"507","liwc","social","gentlem*"
"508","liwc","social","gf*"
"509","liwc","social","girl"
"510","liwc","social","girlfriend*"
"512","liwc","social","girls*"
"513","liwc","social","give"
"514","liwc","social","giver*"
"515","liwc","social","gives"
"516","liwc","social","giving"
"517","liwc","social","gossip*"
"518","liwc","social","grandchil*"
"519","liwc","social","granddad*"
"520","liwc","social","granddau*"
"521","liwc","social","grandf*"
"522","liwc","social","grandkid*"
"523","liwc","social","grandm*"
"524","liwc","social","grandpa*"
"525","liwc","social","grandson*"
"526","liwc","social","granny"
"527","liwc","social","group*"
"528","liwc","social","grownup*"
"529","liwc","social","grudge*"
"530","liwc","social","guest*"
"531","liwc","social","guy*"
"532","liwc","social","he"
"533","liwc","social","hear"
"534","liwc","social","heard"
"535","liwc","social","hearing"
"536","liwc","social","hears"
"537","liwc","social","hed"
"540","liwc","social","hello*"
"541","liwc","social","help"
"542","liwc","social","helper*"
"543","liwc","social","helpful*"
"544","liwc","social","helping"
"545","liwc","social","helps"
"546","liwc","social","her"
"547","liwc","social","hers"
"548","liwc","social","herself"
"549","liwc","social","hes"
"551","liwc","social","hey"
"552","liwc","social","hi"
"553","liwc","social","him"
"554","liwc","social","himself"
"555","liwc","social","his"
"556","liwc","social","honey"
"557","liwc","social","hubby"
"558","liwc","social","human*"
"559","liwc","social","husband*"
"560","liwc","social","individual*"
"561","liwc","social","infant"
"563","liwc","social","infants*"
"564","liwc","social","inform"
"565","liwc","social","informs"
"566","liwc","social","insult*"
"567","liwc","social","interact*"
"568","liwc","social","interrup*"
"569","liwc","social","interview*"
"570","liwc","social","involv*"
"571","liwc","social","kid"
"573","liwc","social","kidding"
"574","liwc","social","kids*"
"575","liwc","social","kin"
"576","liwc","social","ladies"
"577","liwc","social","lady"
"579","liwc","social","language*"
"580","liwc","social","lets"
"581","liwc","social","let"
"582","liwc","social","letter"
"583","liwc","social","listen"
"584","liwc","social","listened"
"585","liwc","social","listener*"
"586","liwc","social","listening"
"587","liwc","social","listens"
"588","liwc","social","love"
"589","liwc","social","loved"
"590","liwc","social","lover*"
"591","liwc","social","loves"
"592","liwc","social","loving*"
"593","liwc","social","ma"
"595","liwc","social","mail"
"596","liwc","social","mailed"
"597","liwc","social","mailer*"
"598","liwc","social","mailing"
"599","liwc","social","mails"
"600","liwc","social","male"
"601","liwc","social","males"
"603","liwc","social","mam"
"604","liwc","social","man"
"606","liwc","social","marriag*"
"607","liwc","social","marrie*"
"609","liwc","social","mate"
"610","liwc","social","mates"
"612","liwc","social","mating"
"613","liwc","social","meet"
"614","liwc","social","meeting*"
"615","liwc","social","meets"
"616","liwc","social","members"
"617","liwc","social","men"
"619","liwc","social","mention*"
"620","liwc","social","messag*"
"621","liwc","social","met"
"622","liwc","social","mob"
"623","liwc","social","mobb*"
"624","liwc","social","mobs"
"625","liwc","social","mom"
"626","liwc","social","momma*"
"627","liwc","social","mommy*"
"628","liwc","social","moms"
"630","liwc","social","mother"
"631","liwc","social","motherly"
"632","liwc","social","mothers"
"633","liwc","social","mr"
"634","liwc","social","mrs"
"635","liwc","social","mum"
"636","liwc","social","mummy*"
"637","liwc","social","mums"
"639","liwc","social","name"
"640","liwc","social","negotiat*"
"641","liwc","social","neighbor*"
"642","liwc","social","neighbour*"
"643","liwc","social","nephew*"
"644","liwc","social","newborn*"
"645","liwc","social","niece*"
"646","liwc","social","offer*"
"647","liwc","social","organiz*"
"648","liwc","social","our"
"649","liwc","social","ours"
"650","liwc","social","ourselves"
"651","liwc","social","outsider*"
"652","liwc","social","overhear*"
"653","liwc","social","owner*"
"654","liwc","social","pa"
"655","liwc","social","pal"
"656","liwc","social","pals"
"657","liwc","social","pappy"
"658","liwc","social","parent*"
"659","liwc","social","participant*"
"660","liwc","social","participat*"
"661","liwc","social","partie*"
"662","liwc","social","partner*"
"663","liwc","social","party*"
"665","liwc","social","people*"
"666","liwc","social","person"
"667","liwc","social","personal"
"668","liwc","social","persons"
"670","liwc","social","persua*"
"671","liwc","social","phone*"
"672","liwc","social","phoning"
"673","liwc","social","prais*"
"674","liwc","social","private"
"675","liwc","social","provide"
"676","liwc","social","public"
"677","liwc","social","question*"
"678","liwc","social","reassur*"
"679","liwc","social","receiv*"
"680","liwc","social","refus*"
"681","liwc","social","relationship*"
"682","liwc","social","relatives"
"683","liwc","social","replie*"
"684","liwc","social","reply*"
"685","liwc","social","request*"
"686","liwc","social","respond*"
"687","liwc","social","role*"
"688","liwc","social","roomate*"
"689","liwc","social","roomed"
"690","liwc","social","roomie*"
"691","liwc","social","rooming"
"692","liwc","social","roommate*"
"693","liwc","social","rumor*"
"694","liwc","social","rumour*"
"695","liwc","social","said"
"696","liwc","social","say*"
"697","liwc","social","secret"
"698","liwc","social","secretive*"
"699","liwc","social","secrets"
"700","liwc","social","self"
"701","liwc","social","send*"
"702","liwc","social","sent"
"703","liwc","social","share"
"704","liwc","social","shared"
"705","liwc","social","shares"
"706","liwc","social","sharing"
"707","liwc","social","she"
"710","liwc","social","shes"
"712","liwc","social","sir"
"713","liwc","social","sis"
"714","liwc","social","sister*"
"715","liwc","social","social*"
"716","liwc","social","societ*"
"717","liwc","social","somebod*"
"718","liwc","social","someone*"
"719","liwc","social","son"
"720","liwc","social","sons"
"722","liwc","social","soulmate*"
"723","liwc","social","speak"
"724","liwc","social","speaking"
"725","liwc","social","speaks"
"726","liwc","social","spoke*"
"727","liwc","social","spous*"
"728","liwc","social","stepchild*"
"729","liwc","social","stepfat*"
"730","liwc","social","stepkid*"
"731","liwc","social","stepmot*"
"732","liwc","social","stories"
"733","liwc","social","story"
"734","liwc","social","suggest*"
"735","liwc","social","sweetheart*"
"736","liwc","social","sweetie*"
"737","liwc","social","talk"
"738","liwc","social","talkative*"
"739","liwc","social","talked"
"740","liwc","social","talker*"
"741","liwc","social","talking"
"742","liwc","social","talks"
"743","liwc","social","team*"
"744","liwc","social","teas*"
"745","liwc","social","telephon*"
"746","liwc","social","tell"
"747","liwc","social","telling"
"748","liwc","social","tells"
"749","liwc","social","thee"
"750","liwc","social","their*"
"751","liwc","social","them"
"752","liwc","social","themselves"
"753","liwc","social","they"
"754","liwc","social","theyd"
"756","liwc","social","theyll"
"758","liwc","social","theyre"
"760","liwc","social","theyve"
"762","liwc","social","thine"
"763","liwc","social","thou"
"764","liwc","social","thoust"
"765","liwc","social","thy"
"766","liwc","social","told"
"767","liwc","social","transact*"
"768","liwc","social","uncle"
"769","liwc","social","uncles"
"771","liwc","social","ur"
"772","liwc","social","us"
"773","liwc","social","visit*"
"774","liwc","social","we"
"775","liwc","social","wed"
"777","liwc","social","wedding*"
"778","liwc","social","weds"
"779","liwc","social","welcom*"
"782","liwc","social","weve"
"784","liwc","social","who"
"785","liwc","social","whod"
"787","liwc","social","wholl"
"789","liwc","social","whom"
"790","liwc","social","whos"
"792","liwc","social","whose"
"793","liwc","social","wife*"
"794","liwc","social","willing"
"795","liwc","social","wive*"
"796","liwc","social","woman"
"797","liwc","social","womanhood"
"798","liwc","social","womanly"
"800","liwc","social","women*"
"801","liwc","social","write"
"802","liwc","social","writing"
"803","liwc","social","wrote"
"804","liwc","social","ya"
"805","liwc","social","yall"
"806","liwc","social","y"
"807","liwc","social","ye"
"808","liwc","social","you"
"809","liwc","social","youd"
"811","liwc","social","youll"
"813","liwc","social","your"
"814","liwc","social","youre"
"816","liwc","social","yours"
"817","liwc","social","youve"
"819","liwc","family","aunt*"
"820","liwc","family","bro"
"821","liwc","family","bros"
"822","liwc","family","brother*"
"823","liwc","family","cousin*"
"824","liwc","family","dad*"
"825","liwc","family","daughter*"
"826","liwc","family","ex"
"827","liwc","family","exes"
"828","liwc","family","exhubby*"
"829","liwc","family","exhusband*"
"830","liwc","family","exwife*"
"831","liwc","family","exwive*"
"832","liwc","family","families*"
"833","liwc","family","family"
"834","liwc","family","father*"
"835","liwc","family","folks"
"836","liwc","family","grandchil*"
"837","liwc","family","granddad*"
"838","liwc","family","granddau*"
"839","liwc","family","grandf*"
"840","liwc","family","grandkid*"
"841","liwc","family","grandm*"
"842","liwc","family","grandpa*"
"843","liwc","family","grandson*"
"844","liwc","family","granny"
"845","liwc","family","hubby"
"846","liwc","family","husband*"
"847","liwc","family","kin"
"848","liwc","family","ma"
"849","liwc","family","marrie*"
"851","liwc","family","mom"
"852","liwc","family","momma*"
"853","liwc","family","mommy*"
"854","liwc","family","moms"
"856","liwc","family","mother"
"857","liwc","family","mothers"
"858","liwc","family","mum"
"859","liwc","family","mummy*"
"860","liwc","family","mums"
"862","liwc","family","nephew*"
"863","liwc","family","niece*"
"864","liwc","family","pa"
"865","liwc","family","pappy"
"866","liwc","family","parent*"
"868","liwc","family","relatives"
"869","liwc","family","sis"
"870","liwc","family","sister*"
"871","liwc","family","son"
"872","liwc","family","sons"
"874","liwc","family","spous*"
"875","liwc","family","stepchild*"
"876","liwc","family","stepfat*"
"877","liwc","family","stepkid*"
"878","liwc","family","stepmot*"
"879","liwc","family","uncle"
"880","liwc","family","uncles"
"882","liwc","family","wife*"
"883","liwc","family","wive*"
"884","liwc","friends","acquainta*"
"885","liwc","friends","amigo*"
"886","liwc","friends","bf*"
"887","liwc","friends","boyf*"
"888","liwc","friends","bud"
"889","liwc","friends","buddies*"
"890","liwc","friends","buddy*"
"891","liwc","friends","colleague*"
"892","liwc","friends","companion"
"893","liwc","friends","companions"
"894","liwc","friends","comrad*"
"895","liwc","friends","exbf*"
"896","liwc","friends","exboyfriend*"
"897","liwc","friends","exgf*"
"898","liwc","friends","exgirl*"
"899","liwc","friends","fellow*"
"900","liwc","friends","fiance*"
"901","liwc","friends","friend*"
"902","liwc","friends","gf*"
"903","liwc","friends","girlfriend*"
"904","liwc","friends","guest*"
"905","liwc","friends","honey"
"906","liwc","friends","lover*"
"907","liwc","friends","mate"
"908","liwc","friends","mates"
"910","liwc","friends","neighbor*"
"911","liwc","friends","neighbour*"
"912","liwc","friends","pal"
"913","liwc","friends","pals"
"914","liwc","friends","partner*"
"915","liwc","friends","roomate*"
"916","liwc","friends","roomie*"
"917","liwc","friends","roommate*"
"918","liwc","friends","soulmate*"
"919","liwc","friends","sweetheart*"
"920","liwc","friends","sweetie*"
"921","liwc","humans","adult"
"922","liwc","humans","adults"
"923","liwc","humans","babe*"
"924","liwc","humans","babies"
"925","liwc","humans","baby*"
"926","liwc","humans","bambino*"
"927","liwc","humans","boy"
"929","liwc","humans","boys*"
"930","liwc","humans","chick"
"932","liwc","humans","chicks"
"933","liwc","humans","child"
"934","liwc","humans","children*"
"936","liwc","humans","citizen"
"938","liwc","humans","citizens"
"939","liwc","humans","female*"
"940","liwc","humans","gentlem*"
"941","liwc","humans","girl"
"943","liwc","humans","girls*"
"944","liwc","humans","grownup*"
"945","liwc","humans","guy*"
"946","liwc","humans","human*"
"947","liwc","humans","individual*"
"948","liwc","humans","infant"
"950","liwc","humans","infants*"
"951","liwc","humans","kid"
"953","liwc","humans","kids*"
"954","liwc","humans","ladies"
"955","liwc","humans","lady"
"957","liwc","humans","ma"
"958","liwc","humans","male"
"959","liwc","humans","males"
"961","liwc","humans","mam"
"962","liwc","humans","man"
"964","liwc","humans","members"
"965","liwc","humans","men"
"967","liwc","humans","mr"
"968","liwc","humans","mrs"
"969","liwc","humans","newborn*"
"970","liwc","humans","participant*"
"971","liwc","humans","partner*"
"972","liwc","humans","people*"
"973","liwc","humans","person"
"974","liwc","humans","persons"
"976","liwc","humans","self"
"977","liwc","humans","sir"
"978","liwc","humans","societ*"
"979","liwc","humans","woman"
"981","liwc","humans","women*"
"982","liwc","affect","abandon*"
"983","liwc","affect","abuse*"
"984","liwc","affect","abusi*"
"985","liwc","affect","accept"
"986","liwc","affect","accepta*"
"987","liwc","affect","accepted"
"988","liwc","affect","accepting"
"989","liwc","affect","accepts"
"990","liwc","affect","ache*"
"991","liwc","affect","aching"
"992","liwc","affect","active*"
"993","liwc","affect","admir*"
"994","liwc","affect","ador*"
"995","liwc","affect","advantag*"
"996","liwc","affect","adventur*"
"997","liwc","affect","advers*"
"998","liwc","affect","affection*"
"999","liwc","affect","afraid"
"1000","liwc","affect","aggravat*"
"1001","liwc","affect","aggress*"
"1002","liwc","affect","agitat*"
"1003","liwc","affect","agoniz*"
"1004","liwc","affect","agony"
"1005","liwc","affect","agree"
"1006","liwc","affect","agreeab*"
"1007","liwc","affect","agreed"
"1008","liwc","affect","agreeing"
"1009","liwc","affect","agreement*"
"1010","liwc","affect","agrees"
"1011","liwc","affect","alarm*"
"1012","liwc","affect","alone"
"1013","liwc","affect","alright*"
"1014","liwc","affect","amaz*"
"1015","liwc","affect","amor*"
"1016","liwc","affect","amus*"
"1017","liwc","affect","anger*"
"1018","liwc","affect","angr*"
"1019","liwc","affect","anguish*"
"1020","liwc","affect","annoy*"
"1021","liwc","affect","antagoni*"
"1022","liwc","affect","anxi*"
"1023","liwc","affect","aok"
"1024","liwc","affect","apath*"
"1025","liwc","affect","appall*"
"1026","liwc","affect","appreciat*"
"1027","liwc","affect","apprehens*"
"1028","liwc","affect","argh*"
"1029","liwc","affect","argu*"
"1030","liwc","affect","arrogan*"
"1031","liwc","affect","asham*"
"1032","liwc","affect","assault*"
"1033","liwc","affect","asshole*"
"1034","liwc","affect","assur*"
"1035","liwc","affect","attachment*"
"1036","liwc","affect","attack*"
"1037","liwc","affect","attract*"
"1038","liwc","affect","aversi*"
"1039","liwc","affect","avoid*"
"1040","liwc","affect","award*"
"1041","liwc","affect","awesome"
"1042","liwc","affect","awful"
"1043","liwc","affect","awkward*"
"1044","liwc","affect","bad"
"1045","liwc","affect","bashful*"
"1046","liwc","affect","bastard*"
"1047","liwc","affect","battl*"
"1048","liwc","affect","beaten"
"1049","liwc","affect","beaut*"
"1050","liwc","affect","beloved"
"1051","liwc","affect","benefic*"
"1052","liwc","affect","benefit"
"1053","liwc","affect","benefits"
"1054","liwc","affect","benefitt*"
"1055","liwc","affect","benevolen*"
"1056","liwc","affect","benign*"
"1057","liwc","affect","best"
"1058","liwc","affect","better"
"1059","liwc","affect","bitch*"
"1060","liwc","affect","bitter*"
"1061","liwc","affect","blam*"
"1062","liwc","affect","bless*"
"1063","liwc","affect","bold*"
"1064","liwc","affect","bonus*"
"1065","liwc","affect","bore*"
"1066","liwc","affect","boring"
"1067","liwc","affect","bother*"
"1068","liwc","affect","brave*"
"1069","liwc","affect","bright*"
"1070","liwc","affect","brillian*"
"1071","liwc","affect","broke"
"1072","liwc","affect","brutal*"
"1073","liwc","affect","burden*"
"1074","liwc","affect","calm*"
"1075","liwc","affect","care"
"1076","liwc","affect","cared"
"1077","liwc","affect","carefree"
"1078","liwc","affect","careful*"
"1079","liwc","affect","careless*"
"1080","liwc","affect","cares"
"1081","liwc","affect","caring"
"1082","liwc","affect","casual"
"1083","liwc","affect","casually"
